Nombre,Edad,Altura,Peso,Nacionalidad,General,Potencia,Club,Valor_euro,Pie_habil,Ritmo,Disparo,Total_pases,Regate,Defensa,Fisico,Finalización,Precision_cabeza,Volea,Control_balon,Aceleracion,Sprint,Agilidad,Reaccion,Balance,Potencia_disparo,Salto,Resistencia,Fuerza,Tiros_largos,Agrecion,Intercepciones,Posicionamiento,Vision,Penaltis
176,D. Zapata,31,189,88,Colombia,83,83,Atalanta,30500000,Right,78,82,63,79,35,85,87,83,79,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75
177,Á. Correa,27,171,70,Argentina,83,84,Atlético de Madrid,42500000,Right,85,84,77,87,50,74,86,71,80,87,86,85,90,84,88,83,49,83,70,86,79,48,86,82,66
178,J. Giménez,27,185,79,Uruguay,83,85,Atlético de Madrid,38500000,Right,71,46,57,60,85,83,37,82,33,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46,38
179,T. Lemar,26,171,66,France,83,86,Atlético de Madrid,47000000,Left,82,78,83,87,68,64,77,54,77,86,84,81,90,82,85,79,68,80,56,79,63,78,81,85,69
180,Bremer,25,188,82,Brazil,83,87,Juventus,45500000,Right,78,50,56,65,84,79,49,86,38,65,77,78,66,79,66,68,82,70,82,36,82,84,58,45,43
181,J. Cuadrado,34,179,72,Colombia,83,83,Juventus,13500000,Right,90,75,78,87,76,72,70,68,70,85,91,89,93,82,81,84,80,78,66,80,78,73,75,72,65
182,P. Zieliński,28,180,75,Poland,83,83,Napoli,36500000,Right,81,77,81,86,70,62,75,52,75,87,83,79,85,81,79,79,52,79,57,83,56,75,80,84,58
183,Jesús Navas,36,172,60,Spain,83,83,Sevilla FC,8000000,Right,85,68,82,81,79,57,63,73,75,82,87,84,82,84,84,74,63,80,37,70,75,80,81,83,56
184,Piqué,35,194,85,Spain,83,83,FC Barcelona,9500000,Right,56,61,71,68,83,76,65,83,57,80,48,62,56,80,34,62,73,61,83,51,79,83,66,72,69
186,J. Henderson,32,182,80,England,83,83,Liverpool,28500000,Right,66,74,83,78,78,81,73,64,71,83,66,66,66,85,67,77,78,86,78,75,83,81,78,80,64
187,Fernando,34,183,76,Brazil,83,83,Sevilla FC,12500000,Right,65,62,76,73,83,81,54,74,56,78,62,67,70,82,62,76,76,81,81,68,84,84,62,79,54
189,David Silva,36,173,67,Spain,83,83,Real Sociedad,12000000,Left,61,72,86,85,52,53,70,53,81,86,69,55,80,82,89,72,58,65,45,71,56,50,84,89,75
191,A. Griezmann,31,176,73,France,83,83,Atlético de Madrid,30500000,Left,80,82,83,85,52,72,82,83,85,85,79,80,90,85,83,82,88,85,64,81,73,49,88,85,79
192,Luis Alberto,29,183,74,Spain,83,83,Lazio,35500000,Right,54,75,86,83,57,57,75,49,76,90,55,54,68,75,83,78,53,68,64,75,29,59,76,92,56
193,Roberto Firmino,30,181,76,Brazil,83,83,Liverpool,35500000,Right,74,76,79,87,59,78,76,78,79,88,75,74,84,85,86,77,81,87,74,76,75,58,82,83,72
194,J. Stones,28,188,76,England,83,84,Manchester City,34500000,Right,72,51,71,75,84,77,52,84,44,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52
195,H. Ziyech,29,181,65,Morocco,83,83,Chelsea,35500000,Left,76,77,87,83,50,65,73,52,74,84,78,74,83,83,78,83,33,78,58,80,73,51,81,88,67
196,Koke,30,176,75,Spain,83,83,Atlético de Madrid,34500000,Right,70,72,84,79,78,79,69,61,56,81,72,69,72,84,81,81,59,91,75,75,78,82,76,83,67
197,Ricardo Pereira,28,175,70,Portugal,83,83,Leicester City,33000000,Right,79,67,79,81,80,73,66,68,59,83,83,76,76,82,79,74,75,76,69,64,79,79,77,77,61
198,J. Maddison,25,175,73,England,82,84,Leicester City,38000000,Right,73,78,84,85,54,62,76,35,73,86,77,69,84,78,83,83,51,76,53,80,68,44,81,85,74
200,A. Kramarić,31,177,73,Croatia,82,82,TSG Hoffenheim,25500000,Right,71,80,79,85,30,72,79,69,79,85,75,67,84,84,86,82,72,76,69,80,73,21,82,82,89
201,Rafa,29,172,66,Portugal,82,82,SL Benfica,30000000,Right,91,73,75,86,50,52,74,46,68,85,92,91,90,83,89,75,64,77,40,71,47,58,80,81,59
202,G. Di Lorenzo,28,183,83,Italy,82,82,Napoli,27500000,Right,85,66,73,77,78,80,64,71,60,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59
204,M. Locatelli,24,185,75,Italy,82,86,Juventus,40000000,Right,63,72,79,78,79,79,69,68,64,82,62,63,69,83,60,77,65,90,78,80,72,79,73,82,60
205,R. Gosens,27,183,76,Germany,82,82,Inter,29500000,Left,82,75,74,79,77,80,79,82,71,81,79,84,71,84,66,76,90,86,76,68,80,77,86,60,55
206,Gonçalo Guedes,25,179,68,Portugal,82,85,Wolverhampton Wanderers,41000000,Right,86,83,74,83,38,70,82,75,75,82,85,87,84,81,75,87,63,72,72,88,64,50,79,76,69
207,J. Tah,26,195,94,Germany,82,84,Bayer 04 Leverkusen,33500000,Right,67,37,59,61,83,85,32,83,33,66,59,73,48,77,40,60,70,78,92,26,79,81,33,56,38
208,A. Christensen,26,188,81,Denmark,82,86,FC Barcelona,37500000,Right,68,32,66,70,84,74,36,80,25,76,59,76,61,84,60,37,79,68,77,20,75,85,32,62,36
209,E. Can,28,186,86,Germany,82,82,Borussia Dortmund,30500000,Right,79,78,77,80,82,87,75,82,71,79,67,89,72,82,75,85,87,88,86,81,88,84,75,79,68
210,Anderson Talisca,28,190,80,Brazil,82,82,Al Nassr,31000000,Left,80,82,78,83,52,75,81,77,76,84,84,76,87,79,75,84,66,82,76,86,67,52,83,77,75
211,J. Brandt,26,185,83,Germany,82,85,Borussia Dortmund,40000000,Right,67,78,82,85,48,65,78,52,79,86,66,67,84,82,83,81,62,80,68,79,39,58,80,84,54
212,T. Werner,26,180,76,Germany,82,84,RB Leipzig,38000000,Right,90,80,69,82,35,69,78,75,82,83,93,88,79,85,76,85,75,81,64,77,63,37,87,68,78
213,Gayà,27,172,66,Spain,82,83,Valencia CF,32000000,Left,83,61,76,80,78,73,61,58,58,80,81,85,82,83,80,62,53,87,67,59,76,80,75,75,52
214,Otávio,27,171,67,Portugal,82,82,FC Porto,32500000,Right,78,69,80,85,63,71,68,57,66,85,81,76,85,82,83,72,54,86,62,67,80,62,77,83,72
215,Grimaldo,26,172,67,Spain,82,83,SL Benfica,33000000,Left,87,65,81,83,74,71,52,66,61,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54
216,R. Guerreiro,28,170,71,Portugal,82,82,Borussia Dortmund,27500000,Left,74,77,86,87,75,55,77,44,79,87,83,67,90,86,90,78,52,74,50,80,45,83,79,85,54
218,M. Ginter,28,191,86,Germany,82,83,Sport-Club Freiburg,29000000,Right,60,59,71,66,84,79,55,82,53,75,54,64,55,85,49,79,77,75,84,46,72,83,55,72,67
219,S. Haller,28,190,82,Côte d'Ivoire,82,82,Borussia Dortmund,31000000,Right,65,80,62,74,52,82,83,86,83,78,56,73,66,82,52,83,82,73,92,65,67,36,87,72,88
220,Aritz Elustondo,28,180,71,Spain,82,83,Real Sociedad,29000000,Right,64,39,65,62,82,78,35,83,37,78,61,67,59,84,56,44,86,71,78,42,83,82,38,32,43
221,T. Abraham,24,195,86,England,82,85,Roma,42000000,Right,83,81,66,78,36,80,85,86,80,82,80,85,61,84,53,80,73,79,85,71,68,25,83,73,79
222,I. Bennacer,24,175,70,Algeria,82,86,AC Milan,40000000,Left,77,68,80,86,77,76,63,62,64,85,81,73,87,83,89,75,78,82,69,74,86,81,66,81,68
224,D. Rojas,26,183,75,Mexico,82,83,AFC Richmond,36500000,Right,83,83,75,82,28,75,83,80,90,82,85,82,82,81,71,85,80,83,76,81,63,20,84,75,82
225,F. Wirtz,19,176,72,Germany,82,91,Bayer 04 Leverkusen,66000000,Right,78,73,80,86,51,60,78,39,68,88,76,79,85,80,82,67,52,79,50,70,63,45,78,85,60
226,Antony,22,174,63,Brazil,82,88,Manchester United,49000000,Left,93,74,75,86,39,69,76,45,67,88,95,91,92,75,85,73,57,79,62,76,76,39,76,79,66
227,D. Núñez,23,186,80,Uruguay,82,89,Liverpool,61500000,Right,89,82,68,77,42,86,83,76,78,77,91,88,78,84,67,86,76,89,88,75,78,41,84,71,78
228,N. Schlotterbeck,22,191,86,Germany,82,88,Borussia Dortmund,44500000,Left,76,56,66,72,84,78,49,85,51,71,77,76,68,81,66,75,77,73,81,60,79,82,56,67,38
229,B. Saka,20,178,65,England,82,89,Arsenal,60500000,Left,84,74,78,83,65,65,77,45,70,82,87,82,83,82,83,72,54,80,58,69,66,68,82,81,70
230,Dani Olmo,24,179,72,Spain,82,87,RB Leipzig,46000000,Right,67,76,81,86,50,59,74,43,76,86,77,58,86,83,86,79,55,77,54,77,51,57,82,83,66
231,A. Tchouaméni,22,187,81,France,82,89,Real Madrid CF,61500000,Right,70,70,79,78,81,82,67,74,50,80,68,71,73,83,70,78,74,84,82,75,82,85,75,82,55
232,Ferran Torres,22,184,77,Spain,82,88,FC Barcelona,49000000,Right,84,79,79,83,35,67,80,75,74,84,87,81,83,82,78,79,75,73,69,76,54,34,86,82,74
233,N. Mazraoui,24,183,65,Morocco,82,86,FC Bayern München,40500000,Right,84,66,77,82,76,74,69,65,56,84,83,84,86,78,69,68,69,88,70,61,69,80,84,77,44
234,A. Danjuma,25,178,74,Netherlands,82,83,Villarreal CF,36500000,Right,88,81,75,82,42,68,85,49,58,82,85,90,84,79,76,81,67,76,70,78,55,32,81,78,75
236,Lucas Paquetá,24,180,72,Brazil,82,87,West Ham United,46000000,Left,72,78,79,85,69,78,79,68,74,86,71,73,75,81,77,77,78,81,77,77,76,71,80,82,75
237,D. Dumfries,26,188,80,Netherlands,82,84,Inter,34500000,Right,83,63,70,73,78,89,67,84,38,75,78,87,69,82,60,68,90,92,89,54,83,78,74,59,48
238,R. Malinovskyi,29,181,79,Ukraine,82,82,Atalanta,30500000,Left,76,81,83,81,64,80,74,74,70,86,76,76,69,79,73,92,74,82,81,88,78,66,80,83,84
239,R. Jiménez,31,188,81,Mexico,82,82,Wolverhampton Wanderers,25500000,Right,73,81,76,80,47,82,81,80,80,80,66,79,72,82,65,84,74,79,85,74,82,53,82,78,92
240,Josué Chiamulera,30,185,80,Brazil,82,82,Club Athletico Paranaense,25000000,Right,78,43,56,64,85,79,38,83,44,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56
242,B. Chilwell,25,180,77,England,82,85,Chelsea,37000000,Left,76,60,78,78,78,75,58,69,65,81,77,75,69,81,72,74,86,86,69,47,73,76,78,75,52
243,André Silva,26,185,84,Portugal,82,84,RB Leipzig,38000000,Right,74,83,70,82,47,78,84,85,84,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74,84
244,C. Pulisic,23,177,69,United States,82,88,Chelsea,48000000,Right,87,71,73,86,37,59,74,50,70,85,91,84,87,78,88,77,79,76,54,57,45,33,79,80,61
246,Sergi Darder,28,180,71,Spain,82,82,RCD Espanyol de Barcelona,30500000,Right,82,74,82,83,74,77,69,60,74,84,81,83,81,77,75,83,60,86,75,78,76,75,75,84,60
247,W. Orban,29,186,87,Hungary,82,82,RB Leipzig,25500000,Right,57,36,53,56,84,81,38,85,31,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41
248,I. Gueye,32,174,66,Senegal,82,82,Everton,20500000,Right,67,66,72,78,83,76,60,69,36,79,69,66,78,81,81,82,83,85,68,72,83,86,72,70,55
249,Z. Ibrahimović,40,195,102,Sweden,82,82,AC Milan,0,Right,58,85,76,77,34,72,84,82,87,85,55,61,67,77,51,86,77,34,85,85,84,20,88,83,80
250,Iñigo Martínez,31,182,77,Spain,82,82,Athletic Club de Bilbao,21000000,Left,71,56,67,61,82,80,42,81,37,74,70,71,67,81,60,81,91,69,82,74,86,83,52,55,39
252,I. Rakitić,34,184,78,Croatia,82,82,Sevilla FC,14000000,Right,53,80,86,78,75,68,77,59,81,84,55,52,68,80,58,85,33,73,70,79,67,79,79,85,82
253,D. Payet,35,175,77,France,82,82,Olympique de Marseille,12500000,Right,70,78,84,83,40,65,75,59,76,85,71,69,81,79,74,82,34,67,71,80,54,37,82,87,81
255,O. Giroud,35,192,93,France,82,82,AC Milan,13000000,Left,42,83,72,73,42,78,86,91,86,85,41,43,54,84,53,86,82,55,90,69,76,42,87,78,90
256,S. Kjær,33,190,86,Denmark,82,82,AC Milan,14500000,Right,62,54,64,60,84,78,55,80,37,69,55,68,55,78,55,74,77,63,83,41,83,84,31,55,61
257,Yuri Berchiche,32,181,80,Spain,82,82,Athletic Club de Bilbao,21000000,Left,81,68,76,76,79,82,61,74,63,79,79,83,80,80,79,82,87,84,79,76,85,82,62,71,59
258,T. Alderweireld,33,186,81,Belgium,82,82,Royal Antwerp FC,14500000,Right,57,55,70,67,85,75,45,81,38,74,53,60,54,85,62,78,81,72,76,58,77,83,52,62,58
259,M. Arnautović,33,192,83,Austria,82,82,Bologna,19500000,Right,78,82,79,79,44,82,81,79,79,84,76,79,70,79,77,84,77,77,87,82,77,38,79,81,79
260,Azpilicueta,32,178,77,Spain,82,82,Chelsea,20000000,Right,64,55,76,72,84,76,46,78,51,77,68,61,67,86,73,68,83,76,70,60,87,83,62,72,66
261,Coutinho,30,172,68,Brazil,82,82,Aston Villa,29500000,Right,62,79,80,88,52,59,75,48,78,89,74,53,91,80,92,82,58,74,52,86,59,49,80,82,70
262,C. Eriksen,30,181,76,Denmark,82,82,Manchester United,29000000,Right,61,78,88,80,53,52,73,52,80,89,63,60,68,79,78,84,49,59,52,85,46,56,74,86,67
263,Raúl Albiol,36,190,82,Spain,82,82,Villarreal CF,5500000,Right,38,41,62,63,85,71,27,77,31,71,43,33,44,83,50,65,76,42,80,53,83,86,30,64,37
264,S. Coates,31,196,94,Uruguay,82,82,Sporting CP,21000000,Right,68,49,55,62,84,87,55,82,48,68,65,70,37,77,31,50,57,85,93,30,84,82,49,60,70
265,L. Digne,28,178,74,France,82,82,Aston Villa,27500000,Left,78,69,80,79,77,76,60,72,68,82,80,76,74,81,78,83,92,85,69,76,76,80,73,75,60
266,Isco,30,176,79,Spain,82,82,Sevilla FC,29500000,Right,65,75,80,88,59,58,76,55,67,90,68,62,79,75,88,69,60,58,58,78,57,61,77,81,74
267,G. Kondogbia,29,188,76,Central African Republic,82,82,Atlético de Madrid,29500000,Left,68,75,77,76,81,88,69,77,62,79,67,69,73,84,58,87,79,87,91,83,86,85,80,84,53
268,Gabriel Paulista,31,185,72,Brazil,82,82,Valencia CF,21000000,Right,67,49,71,65,84,83,42,81,48,69,65,69,65,81,63,61,84,80,82,50,87,87,51,65,51
269,Nacho Fernández,32,180,76,Spain,82,82,Real Madrid CF,20000000,Right,75,37,69,70,82,80,32,79,38,77,69,79,65,80,75,54,84,80,79,28,80,83,37,53,45
270,K. Volland,29,179,85,Germany,82,82,AS Monaco,30500000,Left,70,85,79,80,46,84,85,76,85,80,71,70,73,83,79,87,76,85,86,84,80,45,85,81,72
271,L. Spinazzola,29,186,75,Italy,82,82,Roma,27000000,Right,91,64,73,80,78,69,60,69,59,80,93,90,80,82,69,68,69,75,66,68,71,80,77,72,59
272,S. Berghuis,30,182,75,Netherlands,82,82,Ajax,29500000,Left,80,82,83,82,40,69,82,48,77,85,83,78,84,80,75,82,55,80,63,84,72,37,82,83,83
274,L. Muriel,31,179,79,Colombia,82,82,Atalanta,25500000,Right,89,83,74,86,27,67,84,69,78,83,87,90,85,84,85,81,60,73,72,84,50,16,83,78,89
275,W. Zaha,29,180,66,Côte d'Ivoire,82,82,Crystal Palace,30000000,Right,91,79,73,86,37,76,81,47,68,87,90,91,85,74,75,83,58,78,77,72,77,35,76,72,78
276,F. Acerbi,34,192,88,Italy,82,82,Inter,10000000,Left,62,50,64,64,85,78,37,82,39,72,61,62,32,83,33,75,70,69,85,60,75,84,20,65,61
277,E. Ndicka,22,192,82,France,81,85,Eintracht Frankfurt,34000000,Left,80,51,71,73,81,79,45,82,33,78,74,84,54,82,55,65,82,76,81,54,78,79,68,73,33
278,T. Souček,27,192,86,Czech Republic,81,83,West Ham United,28000000,Right,57,72,73,72,82,85,73,83,59,77,51,62,52,81,54,73,88,91,84,70,78,83,76,72,70
279,A. Barák,27,190,86,Czech Republic,81,82,Fiorentina,30000000,Left,74,79,80,81,65,75,79,68,72,84,75,73,73,80,69,84,60,86,75,80,64,64,79,83,70
280,M. Terrier,25,184,78,France,81,84,Stade Rennais FC,34000000,Right,85,81,75,78,36,70,84,75,77,80,84,86,73,78,70,79,72,73,75,80,55,27,80,77,73
281,D. Raum,24,180,75,Germany,81,85,RB Leipzig,34500000,Left,87,59,77,78,71,77,57,59,52,77,86,87,77,78,77,64,63,87,76,65,69,74,59,78,49
282,Y. Bissouma,25,182,80,Mali,81,86,Tottenham Hotspur,34500000,Right,72,68,75,79,80,77,58,65,65,79,71,73,73,79,77,83,80,82,75,79,77,83,68,76,58
284,I. Sangaré,24,191,77,Côte d'Ivoire,81,86,PSV,35500000,Right,66,66,73,75,81,86,61,71,62,75,69,64,64,77,72,81,75,85,91,64,76,84,68,74,64
285,J. Corona,29,173,66,Mexico,81,81,Sevilla FC,25500000,Right,82,65,80,86,73,67,61,70,74,86,83,82,88,81,91,66,71,82,57,66,73,75,82,83,68
286,T. Delaney,30,182,79,Denmark,81,81,Sevilla FC,21500000,Left,72,71,74,73,82,81,68,83,67,75,73,71,72,78,72,78,91,84,77,73,85,83,75,72,60
287,A. Lacazette,31,175,73,France,81,81,Olympique Lyonnais,22000000,Right,70,81,76,83,44,74,80,75,79,83,72,68,81,82,82,87,76,68,76,78,74,42,83,76,82
288,N. Zaniolo,22,190,75,Italy,81,88,Roma,53000000,Left,87,75,72,82,62,83,77,64,60,85,89,86,79,77,76,79,65,75,86,72,89,60,86,76,60
290,I. Konaté,23,194,95,France,81,88,Liverpool,48000000,Right,78,34,57,67,82,80,29,79,28,69,69,85,60,75,54,45,75,65,87,31,80,82,37,51,41
291,Pedro Porro,22,173,69,Spain,81,87,Sporting CP,38500000,Right,82,71,75,80,75,78,65,68,60,83,80,84,78,78,71,83,59,91,74,75,74,76,77,72,66
292,Cucurella,23,172,66,Spain,81,85,Chelsea,34500000,Left,76,68,78,80,77,74,68,57,55,80,78,74,78,82,83,73,77,88,66,65,76,77,77,78,59
293,L. Martínez,24,178,77,Argentina,81,86,Manchester United,35000000,Left,72,60,76,77,82,83,52,75,56,79,74,71,73,77,79,72,91,85,81,66,84,82,62,73,55
294,Matheus Cunha,23,184,75,Brazil,81,86,Atlético de Madrid,39500000,Right,84,82,75,84,32,74,84,65,75,84,81,86,85,82,70,83,74,81,72,82,68,24,83,77,74
295,Pedro Gonçalves,24,173,77,Portugal,81,86,Sporting CP,39000000,Right,76,80,80,84,56,64,84,40,79,84,77,76,83,84,87,78,43,81,58,76,64,66,84,81,74
296,M. Taremi,29,186,83,Iran,81,81,FC Porto,25500000,Right,77,80,74,81,38,72,83,73,75,85,78,77,73,82,65,81,74,82,78,71,46,23,85,79,76
297,Rodrygo,21,174,64,Brazil,81,88,Real Madrid CF,52500000,Right,88,76,74,84,32,56,80,62,67,83,88,88,87,78,85,73,74,81,42,74,54,21,79,73,74
298,E. Tapsoba,23,192,84,Burkina Faso,81,86,Bayer 04 Leverkusen,35000000,Right,70,54,65,70,83,79,57,82,33,74,74,67,66,79,64,74,78,75,83,30,74,83,34,66,77
299,D. Kulusevski,22,186,75,Sweden,81,87,Tottenham Hotspur,41500000,Left,78,77,79,83,56,76,77,54,80,85,77,78,79,80,69,76,66,83,78,82,67,55,78,81,65
300,Bruno Guimarães,24,182,74,Brazil,81,86,Newcastle United,38500000,Right,69,67,79,81,76,77,68,61,66,82,68,69,74,80,78,64,62,84,75,67,77,78,72,82,65
301,J. Gvardiol,20,185,80,Croatia,81,89,RB Leipzig,53000000,Left,82,54,69,74,80,83,42,77,54,76,80,84,68,77,65,76,84,79,84,56,85,80,58,65,61
302,J. Musiala,19,183,70,Germany,81,90,FC Bayern München,55500000,Right,76,73,75,87,63,60,76,49,63,86,81,72,91,82,92,71,55,77,53,73,59,65,76,78,51
303,S. Obisanya,22,185,77,Nigeria,81,88,AFC Richmond,52500000,Right,89,74,78,81,71,73,73,64,64,80,90,88,79,75,79,76,67,82,72,74,68,74,77,80,72
304,Pablo Sarabia,30,174,70,Spain,81,81,Paris Saint-Germain,25000000,Left,73,76,82,82,57,59,78,61,64,84,74,73,81,79,80,75,31,71,59,77,49,58,81,83,72
305,Marc Bartra,31,184,73,Spain,81,81,Trabzonspor,17500000,Right,71,61,73,73,81,74,55,79,43,78,70,72,69,82,71,73,89,68,74,68,77,83,61,76,52
306,Felipe,33,190,84,Brazil,81,81,Atlético de Madrid,12500000,Right,59,43,59,61,81,83,40,81,44,64,52,64,60,77,47,54,90,62,90,41,89,82,34,50,47
307,H. Maguire,29,194,100,England,81,82,Manchester United,24000000,Right,48,57,68,67,80,84,48,85,49,73,44,52,39,77,33,82,87,70,90,52,84,82,61,68,68
308,Heberto Gaúcho,26,181,82,Brazil,81,81,Clube Atlético Mineiro,24500000,Right,71,61,57,63,82,80,56,83,63,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62
309,Oswaldinato,30,184,79,Brazil,81,81,Flamengo,25500000,Right,76,81,67,77,20,78,85,82,72,77,77,76,75,82,66,79,81,72,87,76,62,11,85,70,87
310,Nailton Padrenda,26,180,75,Brazil,81,81,Clube Atlético Mineiro,28000000,Right,82,73,77,82,52,70,72,64,63,85,85,79,75,80,67,75,68,75,74,79,54,53,82,75,55
311,Welington Dano,22,178,69,Brazil,81,81,Clube Atlético Mineiro,27500000,Left,79,54,76,79,75,74,51,69,47,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61
312,Adriano Bisesi,30,188,83,Brazil,81,81,RB Bragantino,25500000,Right,78,84,62,72,33,71,85,83,82,74,74,82,60,84,47,85,85,52,82,82,65,32,83,58,77
313,Rosival Dourado,22,175,70,Brazil,81,81,Sport Club Corinthians Paulista,27000000,Right,77,57,74,77,82,68,53,70,57,76,75,78,72,80,77,60,40,91,56,59,75,82,58,77,77
314,Adryan Zonta,30,172,68,Brazil,81,81,RB Bragantino,22000000,Left,93,66,75,76,72,77,59,66,64,72,92,93,81,82,78,73,75,91,73,73,69,74,69,64,65
315,G. Mancini,26,190,77,Italy,81,83,Roma,28000000,Right,67,45,50,59,81,87,48,83,40,74,59,73,34,80,57,51,89,87,83,34,94,82,32,51,47
316,G. Rodríguez,27,185,80,Argentina,81,82,Real Betis Balompié,26500000,Right,51,57,71,68,84,77,43,73,47,75,52,50,42,75,45,77,35,76,79,69,83,85,68,71,53
317,D. Upamecano,23,186,90,France,81,87,FC Bayern München,37000000,Right,82,43,61,68,80,81,39,82,27,67,74,89,63,75,67,60,87,65,88,40,83,76,47,58,39
318,Palhinha,26,190,85,Portugal,81,83,Fulham,28500000,Right,63,65,70,72,82,89,62,79,54,75,62,63,60,77,44,76,81,87,90,64,89,80,67,71,56
319,D. Zakaria,25,191,81,Switzerland,81,86,Chelsea,34500000,Right,82,64,73,77,80,85,64,67,35,78,77,86,67,82,64,75,66,81,87,63,88,80,65,73,48
320,M. Akanji,26,187,91,Switzerland,81,82,Manchester City,26500000,Right,77,48,70,74,83,78,38,78,42,76,75,79,69,82,67,75,84,72,82,48,76,82,37,65,40
321,A. Zambo Anguissa,26,184,78,Cameroon,81,83,Napoli,28500000,Right,78,68,71,81,80,84,66,70,54,82,77,78,76,81,77,74,76,84,85,69,83,82,79,75,60
322,K. Tierney,25,178,70,Scotland,81,85,Arsenal,33000000,Left,84,60,75,78,76,79,52,59,38,77,86,83,76,79,77,79,81,86,74,66,84,77,75,74,42
323,M. Rashford,24,186,70,England,81,85,Manchester United,37000000,Right,87,82,75,81,41,71,81,68,73,81,83,90,82,80,74,92,74,72,71,78,69,39,78,76,85
324,Richarlison,25,181,71,Brazil,81,84,Tottenham Hotspur,34500000,Right,82,79,72,82,53,79,81,82,74,82,85,79,79,80,71,83,86,81,76,72,84,46,81,74,77
325,Gabriel,24,190,87,Brazil,81,87,Arsenal,37000000,Left,68,36,60,58,83,80,31,85,28,65,61,73,51,81,37,51,70,66,87,30,81,80,44,59,40
326,H. Mkhitaryan,33,177,75,Armenia,81,81,Inter,16000000,Right,82,79,78,83,56,72,78,68,79,83,86,79,84,82,83,84,66,80,69,77,72,60,82,84,72
327,N. Otamendi,34,182,78,Argentina,81,81,SL Benfica,8500000,Right,63,57,62,59,83,81,54,79,57,66,60,65,58,79,58,69,90,75,80,56,90,84,48,53,45
328,M. Götze,30,176,72,Germany,81,81,Eintracht Frankfurt,25000000,Right,67,74,83,84,55,67,75,47,84,88,69,66,78,80,83,75,58,75,67,68,59,65,80,86,78
329,C. Smalling,32,194,81,England,81,81,Roma,16500000,Right,62,47,58,60,83,80,54,84,49,61,52,71,54,79,43,42,80,69,85,35,81,79,46,56,52
331,Rafael Tolói,31,185,75,Italy,81,81,Atalanta,17500000,Right,67,52,59,65,82,82,40,83,30,70,64,70,61,83,66,75,76,82,82,62,82,80,40,50,64
332,E. Cavani,35,185,77,Uruguay,81,81,Valencia CF,11000000,Right,61,83,68,72,51,73,85,85,86,76,58,63,63,85,57,86,87,58,75,73,81,54,91,73,84
333,É. Banega,34,176,78,Argentina,81,81,Al Shabab,12000000,Right,62,74,83,82,75,72,71,55,65,85,63,61,79,79,80,77,49,73,70,79,83,77,75,85,75
335,G. Bale,32,185,82,Wales,81,81,Los Angeles FC,20500000,Left,80,84,81,79,55,69,81,84,84,81,79,81,77,77,64,90,85,58,76,86,62,53,80,77,76
336,J. Vertonghen,35,191,89,Belgium,81,81,RSC Anderlecht,7000000,Left,69,62,72,67,83,78,54,78,52,70,67,71,56,81,60,80,89,72,80,66,80,79,56,66,66
337,C. Vela,33,177,77,Mexico,81,81,Los Angeles FC,16000000,Left,77,79,76,83,30,64,80,67,82,84,79,76,79,81,83,76,67,62,67,81,57,32,82,81,72
338,João Moutinho,35,170,61,Portugal,81,81,Wolverhampton Wanderers,10500000,Right,47,71,84,79,71,66,68,66,74,85,54,42,72,75,85,76,69,75,57,74,74,71,68,84,70
339,Pepe,39,187,79,Portugal,81,81,FC Porto,4600000,Right,77,51,60,61,81,87,46,81,23,60,75,78,62,81,48,63,89,82,86,56,94,80,40,48,57
340,G. Lo Celso,26,177,68,Argentina,81,83,Villarreal CF,31500000,Left,71,75,83,84,68,72,73,62,71,85,74,69,81,82,80,82,56,75,69,74,82,70,75,85,65
341,Oscar,30,179,70,Brazil,81,81,Shanghai Port FC,25000000,Right,79,78,82,83,59,67,77,59,72,83,82,76,92,77,84,80,76,84,60,82,60,52,81,78,70
342,J. Gomez,25,188,77,England,81,86,Liverpool,34000000,Right,80,30,67,69,81,78,26,74,24,73,74,85,63,80,65,41,76,64,83,26,81,83,51,60,26
344,Borja Iglesias,29,187,86,Spain,81,81,Real Betis Balompié,25500000,Right,66,82,65,74,40,81,85,82,71,80,61,70,58,76,67,83,71,71,91,75,69,32,83,73,84
345,J. Ward-Prowse,27,173,66,England,81,82,Southampton,29500000,Right,59,74,86,78,67,73,71,57,51,82,66,54,75,75,76,82,65,91,64,79,76,67,68,82,79
346,L. Ocampos,27,188,84,Argentina,81,81,Ajax,27500000,Right,80,81,77,82,62,83,81,77,81,83,80,80,78,81,61,83,80,90,81,78,81,71,82,78,79
347,E. Višća,32,172,63,Bosnia and Herzegovina,81,81,Trabzonspor,20500000,Right,87,78,78,82,47,64,77,45,74,81,88,86,89,74,91,80,71,84,58,77,52,51,80,79,77
